Title,Description,Quantity Required,Unit,Quotes Left,Location,Buyer Name,Experienced Buyer,Complete Order via RFQ,Typical Replies,Interactive User,Email Status,Buyer Profile,Posted Time,Inquiry Url
LEAPMOTOR C16 SUV RWD Electric Car with 520km Range LHD Leather Seats Rear Camera New or Used for Sale,مرحبًا، لدي اهتمام بهذه المنتجات.product: Left handed SUVSteering: LeftEmission Standard: Euro VIMonth: 3Mileage: 1-25000 MilesMaximum Pow...,1,piece/pieces,Quotes Left7,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:7 days ago,
Virgin hair tape,I'm looking for Virgin hair tape.Product specifications:·human hair type: Russian hair·longest hair ratio: >=50%·Hair material: 100% Human Rem...,50,piece/pieces,Quotes Left0,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:7 days ago,
High Quality Combed Cotton Crew Socks Jacquard Custom Logo Sport Socks Embroidery Knitted Unisex ...,I'm looking for High Quality Combed Cotton Crew Socks Jacquard Custom Logo Sport Socks Embroidery Knitted Unisex Design Men Women. Product specifications: Â·Material:/Cotton Â·Feature:Breathable ...,300,piece/pieces,Quotes Left0,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:7 days ago,
Solar Energy Power System Off Grid 5kW Single Phase Solar Panel With Battery and Inverter Complete ...,"Hello,we are interested in purchasing your solar energy products.Could you please provide us with information on the warranty period for these products?Additionally,we would like to know the shipping ...",1,piece/pieces,Quotes Left7,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:7 days ago,
Power Plants diesel Generator Water Cooled Silent Type 75kva 100kva 150kva 200kva Super Silent ...,"Hi there!I'm currently looking for a generator that can provide stable voltage regulation.Can you please let me know if your generators have this feature?I appreciate your help!Engine Brand:USA,UK,...",1,piece/pieces,Quotes Left0,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:7 days ago,
High-Grade Second-Hand Clothes Adults Brand Wholesale Bulk Mixed Used Clothes Bales Summer High-...,Hi there!I'm interested in purchasing some apparel and accessories from your company.Could you please let me know what payment methods you accept?Thank you for your time and assistance. ...,100,kilogram/kilograms,Quotes Left9,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:7 days ago,
Loading Dock Bumpers Rubber Molded Dock Bumper Protector for Dock Trailer,"hello,im interested in this product.can you please share the shipping cost.Best regards,Dan Modle Number:MDB50258 Size:500*250*80mm Color:Blank Material:Rubber Type:Molded Dock Bumper ...",100,piece/pieces,Quotes Left7,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:7 days ago,
New Design Dual Motor E Off-road Escooter 48V Power Lithium Battery All Terrain Foldable Adult ...,"Dear Supplier I want to know about if I order 10 pcs for sample what is the cost for one piece E-Shooter also delivery time,the delivery to UAE Dubai Barsha 1 location Battery:48V18.2Ah ...",10,piece/pieces,Quotes Left9,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:7 days ago,
High Grade pistachio nuts,I'm looking for High Grade pistachio nuts 		. Product specifications: Â·Type:Pistachio Nut Â·Type:Pistachio Nut Â·Processing Type:Raw Â·Style:Dried Â·Ingredients:none,3,metric ton/metric tons,Quotes Left8,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:7 days ago,
Women's crepe clothing set,We are seeking to purchase women's clothing sets made from crepe material.Product specifications:• Style: Sets• Material: Crepe• Col...,100,piece/pieces,Quotes Left0,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:7 days ago,
5 yds polyster fabric persi japan 58,"Size:1.5*5yards Weight:100g Pattern:Accept Customization,golden stamp Logo:Custom Logo Print Method:Digital Print Pattern Type:Floral Needle detection:Yes Material:cotton voile Material:Japanese voile...",120,piece/pieces,Quotes Left4,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:7 days ago,
WheelTop EDS OX 2.0 Wireless Derailleur Electronic for MTB carbon,"Hi,I'm interested in this product. Product Name:75mm MTB Electronic Derailleur System Wireless Shifting Groupset Application:Electric Bike Scooter Parts Material:Alloy/Plastic Color:Balck ...",1,pieces,Quotes Left9,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:7 days ago,
P1-3-5 Fine Mono With PU Lace Front Mens Human Hair Toupee Hair Replacement,"Hi,I'm interested in this product. product:Human hair toupee for men hairpiece toupee Type:Toupee new arrivals Material:Human Hair Base size:6""x8"",6""x9"",7""x9"",7""x10"",8""x10 hair density:medium light ...",1,piece/pieces,Quotes Left0,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:7 days ago,
couvre bouteille,I am looking for shipping from china to algeria,500,piece/pieces,Quotes Left10,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:7 days ago,
316l stainless steel jewelry 18k pvd gold,"I'm looking for women accessories Product specifications: Â·Jewelry Main Material:316L Stainless Steel Â·Gender:women Â·Main Stone:Mud Drill/Zircon Â·Jewelry Type:Rings,bracelet,earrings,...",20,piece/pieces,Quotes Left7,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:7 days ago,
Factory Price 1000ml Pro-techs Keratin 2.8 Protein Formaldehyde Free Straightening Treatment for ...,"Function:Keratin Treatment Volume:250ml,500ml,1000ml Usage:Salon Hair Care Hair care:Professional Hair Care Bottle:PE or PET bottle Certificates:GMPC ISO MSDS Use:Professional Salon ...",5,piece/pieces,Quotes Left3,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:7 days ago,
Nipro 13M High Flux Hemodialyzer Dialyzer CE Certified for Medical Blood Dialysis at a Good Price,"Hi,I'm interested in this product.What is the MOQ for this product?Can I get a sample first?product:Nipro Dialyzer 13M High Flux Hemodialyzer Dialyzer for Dialysis at Good Price Dialyzer Or Dialyser ...",500,piece/pieces,Quotes Left5,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:7 days ago,
Electric Folding Bicycle,We are looking to purchase an electric folding bike for personal commuting purposes. Product specifications: â¢ Motor power:400W â¢ Battery type:Lithium battery â¢ Voltage:48V ...,1,piece/pieces,Quotes Left9,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:7 days ago,
200ml Glass Cups with Restaurant Logo,"We need to purchase 200ml cups similar to the ones shown in the image. Initially, we would like to order a small quantity to evaluate and review the p...",2000,piece/pieces,Quotes Left5,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:7 days ago,
For Mercedes Benz G-Class Automotive Accessories W463,"Do you have kit for converting G500 463 to G 4X4 Squared2013 Model Year Left Hand Drive Process:Vaccum Bagging/Hand Layer Color:black/silver/blue/red/yellow Finish:High gloss/Matt UV protect,light ...",2,piece/pieces,Quotes Left1,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:7 days ago,
king song s22 pro,I'm looking for king song s22 pro. Also:,1,piece/pieces,Quotes Left9,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:7 days ago,
Sea Air Shipping Agent Door to Door Logistic Service China to USA Canada UK France Uae Saudi Arabia ...,"Hi,I'm interested in this product.My Address Is Nantong Jiangsu provinceÂ 0,433 mtq 99kg to 97114 Papeete Tahiti French Polynesia product:China to usa Sea shipping Freight Forwarder:Top10 Freight ...",433,cubic meter/cubic meters,Quotes Left2,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:7 days ago,
Customized Perfume Bottles,"I need to customize the perfume bottles as per the attached photo,and I need 100 pieces. Product specifications: â¢ Capacity:30ml,50ml,100ml â¢ Bottle color:Green â¢ Label:Gold with Arabic...",100,pieces,Quotes Left8,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:7 days ago,
Floor Home Lifepo4 Battery 51.2V 10kWh 30kWh Lithium Ion Batteries Solar Energy Storage Power Wall ...,"Application:Home Appliances Cycle life:â¥8000 cycles@100%DOD,80%capacity remain OEM/ODM:Support deep customization Capacity Energy:5.12-32KWH Display:LCD Touch Screen Keywords:lithium battery 51.2...",1,piece/pieces,Quotes Left7,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:7 days ago,
Refillable Empty 20ml 30ml 40ml 50ml 60ml 80ml 100ml Amber Sprayer Bottles Brown Glass Cosmetic ...,"Hello,hope you're doing well.60ml-Amber Spray Bottle with Black Lid-50 pieces.Delivery to Sharjah,United Arab Emirates.How much will the total cost be including delivery?Color:Matte black/white/...",50,piece/pieces,Quotes Left10,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:7 days ago,
Washing Machine Door Rubber Seal,I'm looking for Washing Machine Door Rubber Seal. Product specifications: Â·application:Commercial Â·power source:Electric Â·Application:Washine Machine Spares Â·type:WASHING MACHINE PARTS ...,50,piece/pieces,Quotes Left0,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:7 days ago,
GCL Topcon N Type Bifacial Dual Glass 700W 705W 710W 715W 720W 730W 735W Solar Panel for Complete ...,CellType:HJT No.of Cells:132(6x22) Dimensions:2384*1303*33mm Neight:37.9kg Junction Box:IP68 Cable:4mmÂ²;350/-250mmor customized;UVresistant Cable Frame:Anodizedaluminum alloy frame ...,10000,watt/watts,Quotes Left7,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:7 days ago,
75 Inch Android Smart LED  65 Inch Full Flat Screen 4K Smart TV Oem Television 32 43 50 55 Inch,مرحبًا، لدياهتمام بهذه المنتجات.product: Led tvsResolution: UHD 2160P(3840*2160)Size: 32/43/50/55/65/75/85ANT in (IEC terrestrial/cable): 1...,1,piece/pieces,Quotes Left10,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:7 days ago,
All-In-One Energy Storage Solar System 50Kw 100Kw 120Kw 150Kw 1mwh Industrial Three-Phase Commercial...,Excite 400/07/25Date:01st July 2025To:Subject:Request for Quotation(RFQ)â Supply of Solar Energy Systems(3kW Application:Commercial Battery:Lithium LifePO4 Battery Packs Capacity:1MWh/2MWh/3MWh/5...,1458,piece/pieces,Quotes Left2,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:7 days ago,
2g هاتف محمول من شركة تصنيع المعدات الاصلية,مغلف وجديدة واصلي من المصنع,2,piece/pieces,Quotes Left10,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:7 days ago,
Skateboard Scooter China Warehouse 800w Dual Motor 48v E Scooter T8 Offroad High Speed Folding ...,Battery:48V15 Ah Lithium Battery Motor power:800W Brushless Motor Color:BLACK Brake:brake+Disc Brake System Max load:150kg Tire:10 inch Material:Aluminum Alloy Light:Front Light+Tail Light ...,1,piece/pieces,Quotes Left9,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:7 days ago,
Carbon Fiber Front Fenders Fit for Benz C63 AMG C205 Coupe 2015-2021,مرحبًا، لدي اهتمام بهذه المنتجات. ما أفضل سعر يمكنك تقديمه؟ كم سيستغرق الشحن إلى بلدي؟product: Carbon fender for benz c63 amg w205Color: BlackI...,1,piece/pieces,Quotes Left7,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:7 days ago,
Nordic Ceramic Baking Pan Christmas Cake Baking Tools Non Stick Kitchen Accessories Bakeware,"Hello,we are interested in your dinnerware,coffee Usage:Home Kitchen Name:Customized Cake Sheet Pan Shape:Custom Shape Color:Customized Color Item:Dinnerware Design:Customized Designs ...",15,bag/bags,Quotes Left7,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:7 days ago,
Advanced 3D Printer for Precision Model Printing,"We are looking to purchase a high-quality 3D printer. The primary use of the printer will be for creating detailed and accurate 3D models, as illustra...",1,piece/pieces,Quotes Left6,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:7 days ago,
Wholesale Portable Gift Wedding Party Cake Packing Box Custom Printing Paper Window Box Cake ...,"I have my own business design,I would like you to put it own the cake box is it possible?Item Style:Cake Packaging Company Type:Own factory,welcome to visit our factory!Price:Competitive factory price...",500,piece/pieces,Quotes Left8,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:7 days ago,
VGR285 Professional Hair Salon Hair Clipper Suit Electric Push Shear Rechargeable Digital Display ...,Type:RECHARGEABLE Material:ABS+carbon steel Battery:Lithium Battery Usage:Electric Equipment Charging time:8hours Logo:3000pcs Voltage:AC 100-240V 50/60HZ Disposable:no use:Face app-controlled:NO ...,5,piece/pieces,Quotes Left6,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:7 days ago,
TYSH Tuya App Electronic Digital Locks 3d Face Recognition Biometric Fingerprint Smart Door Lock With 9 Languages,Unlock way: Phone +Face + Fingerprint + Password + Card + KeyBattery: 3200mAh Lithium-ion Rechargeable BatterisEmergency Power Supply: USB Externa...,1,piece/pieces,Quotes Left0,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:7 days ago,
Heavy Duty Steel Angle Brackets for Wood VT-13.010,"CLEAT 3 HOLE Material:iron Finish:zinc plated,nickel plated Size:L48*W40*H48mm Thickness:2.0mm OEM/ODM:As you required structure:Single-side Bracket standard or nonstandard:Standard ...",10000,piece/pieces,Quotes Left0,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:7 days ago,
Ninebot GT2 6000W Electric Scooter,We are looking for a powerful electric scooter for personal use or resale.We need a high-performance model with specific features that match our requirements. Product specifications: ...,1,piece/pieces,Quotes Left10,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:7 days ago,
Bencaohong 30 Capsules Male Enhancement Root Capsule Candy Dosage for Men's Thicker Longer Bigger ...,Bencaohong 30 Capsules Male Enhancement Root Capsule Candy Dosage for Men's Thicker Longer Bigger Growth SuplementosQuantity 10Box/s Main raw materials:Tongkat Ali Capsule Health function:Nourishes ...,10,piece/pieces,Quotes Left6,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:7 days ago,
Wall Lamps,I'm looking for Wall Lamps.Product specifications:·Color Temperature(CCT): 3500K (Warm White)·Lamp Luminous Efficiency(lm/w): 85·Warranty(Year...,4,piece/pieces,Quotes Left0,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:7 days ago,
Used 2022 Kia Sorento,مرحبًا، لدي اهتمام بهذه المنتجاتكم السعر النهائي وكم الشحن للامارات وكم وقت يستغرق.product: 2022 Kia SorentoSteering: LeftEmission Standard: Eur...,1,piece/pieces,Quotes Left10,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:7 days ago,
Automatic 2023 Hot Sale Spices Milling Machine diesel Engine Corn/Maize Mill Grinder/Grain Grinding ...,Name:Small multi-functional crusher Application:Make Animal Feed Processing Types:Feed Mill Grinder Item:Harmmer Mill Capacity:150kg/h Raw material:Wheat Bran Grass Straw Usage:Animal Poultry ...,1,piece/pieces,Quotes Left7,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:7 days ago,
Ultrasonic PDC Parking Sensor 89341-50011 for Lexus LS430 4.3L 2001 2002 2003 Car Parking Sensor,SKU:C222-A021-Silver OE:89341-50011 Type:Parking Sensor Type:Parking Sensor System Car Fitment:Lexus Model:LS430 View Angle:120Â°-170Â° Function:Waterproof Function:NIGHT VIEW ...,125,piece/pieces,Quotes Left5,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:7 days ago,
Logo Design Plastic Cosmetic Jars With Lids Cheap Cosmetic Jar With Silver Lid Luxury Cosmetic Cream...,"hi,do you have ready to ship items?and how long it takes to ship to UAE Feature:Eco-Friendly Application:beverage Size:8oz/10oz/12oz/14oz/16oz/20oz/24oz Color:Transparent Lids:Flat Lid/Dome Lid/...",100,piece/pieces,Quotes Left7,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:7 days ago,
"Japanese used motorcycles and motorcycle engines, construction machinery, and parts","We are looking to purchase used Japanese motorcycles and motorcycle engines, as well as other construction machinery and parts. This acquisition is to...",1,piece/pieces,Quotes Left10,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:7 days ago,
OEM&ODM Custom Logo Printing Cotton Envelope Drawstring Dust Packing Bag for Wallet Handbag Reusable...,"1-Velvet,color off white/2-Size H17 x 16cm/3-Logo Attached/4-100(I need different with Tassels not silk ruban)+box Material:Cotton Color:Natural color,off white color,white color,black color,red etc ...",100,piece/pieces,Quotes Left7,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:7 days ago,
tesla model y fridge,I'm looking for Best-selling. Product specifications: Â·Level:Medium Suv,1,piece/pieces,Quotes Left9,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:7 days ago,
Mens Credit Card Wallet,I'm looking for Mens Credit Card Wallet. Product specifications: Â·closure type:Open Â·Main Material:PU Â·decoration:None Â·gender:Men Â·wallet length:Short,50,piece/pieces,Quotes Left0,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:7 days ago,
Custom popsicle bag clear bag Disposable food packaging bags,I'm looking for Custom popsicle bag clear bag Disposable food packaging bags. Product specifications: Â·Industrial Use:Food Â·Bag Type:Stand Up Pouch Â·Feature:Security Â·Plastic Type:PE ...,50,kilogram/kilograms,Quotes Left3,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:7 days ago,
"tricycle, gasoline engine measurement 150c","I'm looking for tricycle, gasoline engine measurement 150c.Also:",1,unit/units,Quotes Left10,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:7 days ago,
Coin Operated Simulation Horse Riding Arcade Game Machine 3 Player Sports Electric Horse Racing Game...,"Hi,I am looking to buy one piece of this and delivery to dubai,can you please let me know lead time,warranty and other details about this 3 Horse racing gamr,also let me know lead time for the spare ...",1,piece/pieces,Quotes Left6,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:7 days ago,
paper A4 70 grams,40 feet paper container required  A4 70 grams .The price is FOB on board the ship.Waiting for your reply.,2200,box/boxes,Quotes Left3,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:7 days ago,
Durable Titanium and Stainless Steel Cutting Board for Kitchen and Restaurant Use-Chopping Block,looking for a stainless steel Color:Silver Sample time:7-15 Days Logo:Customized Logo Acceptable Type:Chopping Blocks packaging:Combination Package shape:Square feature:Reusable material:Titanium ...,2,piece/pieces,Quotes Left3,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:7 days ago,
blouse women,"Customized fashion like blouses,dresses,bags,etcâ¦",100,piece/pieces,Quotes Left5,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:7 days ago,
Free Sample NFC Tag/Label/Sticker Ntag213/Ntag215/Ntag216 With Application/Website/QR Code,"can this be put inside pla 3d printed key chain Material:Paper,PET,ABS,etc Chip:NTAG213/215/216 Size:10*20MM or customized Printing:Customized Data retention:Read100,000 times,save 10 years ...",500,piece/pieces,Quotes Left6,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:7 days ago,
Galax S25 Ultra 16GB+1TB Smart Android 14 8000mAh 5G Dual SIM Dual Standby Unlocked Global Version ...,"Color:Black,Gold,Purple,Green,Pink,Orange,White,Gray,Green CPU:Snapdragon 8 Gen3 Version:Global Version Language:Multi-language Support USB Type:TYPE-C Camera:72MP+108MP SIM Card:Dual SIM Card Dual ...",1,unit/units,Quotes Left10,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:7 days ago,
Disen Aesthetic First Class Cabin Single Lounger Chair Reclining French Sun Lounge in Walnut Color ...,"I am writing to propose a long-term business collaboration with your company.We are actively working with clients who require high-quality furniture on a project basis,and I am interested in sourcing ...",6,piece/pieces,Quotes Left5,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:7 days ago,
Stainless Steel 6 Burner Commercial Gas Stove,I'm looking for Stainless Steel 6 Burner Commercial Gas Stove.Product specifications:·Application: Commercial Kitchen Equipments·gas burner igni...,1,piece/pieces,Quotes Left7,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:7 days ago,
paper cup fan raw material paper cup box bowl fan die cutting craft fan paper cup ...,"Hi,I'm interested in this product. Application:Coffee Drink Material:Food Grade Cup Paper Design:Customized Designs Printing:Flexo color:Customized Color Certification:ISO9001 Feature:Disposable ...",3,tons,Quotes Left0,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:7 days ago,
Cheapest Lower MOQ Stock Cardboard Packaging Mailing Moving Shipping Boxes Corrugated Box Cartons,I need boxes with the following cm dimension:L Color:Customized Material:Paper Logo:Customer's Logo Size:Customized Size OEM/ODM:Avaliable Sample Time:3-5 Working Days Printing:Customers'requirements ...,50,piece/pieces,Quotes Left9,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:7 days ago,
Customized Color Printing Coffee Bean Packaging Rectangular 250g Coffee Bean Can,"Hi,I'm interested in this product. product:Coffee bean can Material:tinplate Shape:sqaure Thickness:0.23~0.35mm Size:L116*W62*H130mm Capacity:250g Usage:Nuts&Kernels,Other Food,Coffee Bean ...",200,piece/pieces,Quotes Left5,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:7 days ago,
DTF Printer for Fabric Printing,"We are looking to purchase a high-quality DTF printer for our printing needs. This printer will be used for printing on clothes, fabric, and garments....",1,piece/pieces,Quotes Left5,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:7 days ago,
EVE 3.2V 12V 24V 48V 100Ah 200Ah Lifepo4 Solar Battery 100ah Cell Energy Storage Lithium Battery,48v 100AH battery for our rural schools installation. Capacity:102Ah Voltage:3.2V Continuous charge/discharge:1C/1C Pulse charge/discharge(30s):2C/2C Standard Charge-discharge rate:0.5C(P) ...,16,piece/pieces,Quotes Left7,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:7 days ago,
Manufacturer Custom Your Brand Casual Quartz Movement Men Wrist Watch Fashion Waterproof Arabic Dial Design Minimalist Watch Men,مرحبًا، لدي اهتمام بهذه المنتجات.product: Custom arabic watchDial Window Material Type: GlassDial Diameter: 40mmCase Shape: OctagonBand Leng...,30,piece/pieces,Quotes Left2,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:7 days ago,
Jug Rinser,"I'm looking for Jug Rinser. Product specifications: Â·Project Solution Capability:graphic design Â·Material:Stainless steel,Steel,Aluminum Â·Feature:Multi-function Â·Design Style:Industrial ...",1,piece/pieces,Quotes Left10,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:8 days ago,
Used 5G Smart Mobile Phones with Dual SIM Cards and Gaming Features,We are looking to purchase used mobile phones to cater to our requirements for smart devices with advanced features. Product specifications: â¢ Type:Smart Phone â¢ Features:5G ...,1,piece/pieces,Quotes Left9,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:8 days ago,
Online Wholesale  Hydraulic Baling Press Machine Waste Cardboard Hydraulic Baler Scrap Metal Hydraulic Baler,مرحبًا، لدي اهتمام بهذه المنتجات. كم سيستغرق الشحن إلى بلدي؟product: Scrap Metal Hydraulic Baler waste plastic baling machinepress box size: 800*...,1,piece/pieces,Quotes Left0,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:8 days ago,
Plastic air Filter Nylon/pp air Conditioner Dust Filter Mesh,Cost to deliver to Dubai united arab emirates Applicable Industries:hotels Applicable Industries:Garment Shops Applicable Industries:Building Material Shops Applicable Industries:Manufacturing Plant ...,50,piece/pieces,Quotes Left6,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:8 days ago,
Woven Wire Rope Bracelets,We are interested in sourcing Woven Wire Rope Bracelets for Men Women Gifts. Product specifications: â¢ Material:High-quality woven wire rope â¢ Size:Adjustable to fit various wrist sizes ...,100000,piece/pieces,Quotes Left4,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:8 days ago,
Stitch Eat Something Before Sleep Series Blind Box Vinyl Plush Toy Kids Gifts Mini Doll Keychain ...,"Hey!i want 200 pcs,what's your final price?Gender:Unisex Logo:Accept Customized Logo Weight:0.3-1kg Payment Terms:Paypal.Western Union.MoneyGram.T.T Material:EVA Recommend Age:Maternity ...",200,piece/pieces,Quotes Left7,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:8 days ago,
Safety Shoes for Men,"My name is Oliver Davidson,and I am the Purchasing Manager at All Set Trading Limited,an international trading company headquartered in Hong Kong.We specialize in the procurement and distribution of a...",25000,piece/pieces,Quotes Left0,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:8 days ago,
"21R707-0130 - 10.5hp Briggs & Stratton Engine, Vertical 1""x3-5/32"" Shaft, Recoil + Electric Start, 16 Amp Alternator",مرحبًا، لدي اهتمام بهذه المنتجات. ما أفضل سعر يمكنك تقديمه؟product: Boat engines electric motor boat motor outboard motor outboard Selva 15 EBL Wah...,1,piece/pieces,Quotes Left7,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:8 days ago,
Washing Beads capsules,I'm looking for Washing Beads capsules. Product specifications: Â·Function:Deep stain removal Â·Feature:Stocked Â·detergent use:Wash daily clothes Â·type:Detergent Â·shape:Gel,1000,kilogram/kilograms,Quotes Left0,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:8 days ago,
360° Rotational Scanning 90m Range IP68 3D Radar Level Sensor High Accuracy Solid Liquid ...,"Hello,this is Amina,Project Coordinator Emission Frequency:120GHz-140GHz Material Type:Granules,powders,and other solid masses Measurement Range:0.6~90m Beam Angle:1.5Â° Horizontal Rotation Angle ...",1,piece/pieces,Quotes Left3,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:8 days ago,
Xuanhui Woman Summer Open Toe Chunky Heels Shoes Sandals for Women and Ladies Height Increasing ...,"Hello,I hope this message finds you well.I am interested in purchasing women's shoes from your company.Could you please provide me with the price per pair for the shoes you offer?Thank you in advance ...",2,piece/pieces,Quotes Left8,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:8 days ago,
Potato Chips 165g Snacks Casual Potato Chips Snacks Mixed Flavor Combination Snacks,"Subject:Request for Quotation for 500 Boxes of Daer Michelle Dong Henan Grade Import And Export Co.,LtdI I hope this message finds you well.I want to request a quotation for the following items:â¢...",165,gram/grams,Quotes Left0,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:8 days ago,
ladies bags cheapest price,"I am looking for ladies bags,attractive to ladies by design and material plus quality. It is my start-up need support and guidance please",20,piece/pieces,Quotes Left5,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:8 days ago,
Affordable Bulk Pet Food for Cats and Dogs Ideal for Home Feeding Pet Shops and Animal Care ...,Applicable Pet:Dogs Unit Weight:5.0kg/pc Breed Size:Small Breeds Breed Size:Extra Small&Toy Breeds Breed Size:Medium Breeds Life stage:All Life stage:Adult Life stage:Puppy&kitten ...,100,pack/packs,Quotes Left0,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:8 days ago,
Multi A3 Uv Printer Machine Automatic Uv Led Flatbed Printer Uv Dtf Printer 3d Embossed Printing ...,Printer Type:UV printer Print head:F1080/XP600 Ink colors:CMYK+W Ink type:UV Ink Language:English/Chinese Keyword 1:A3 size small inkjet flatbed uv Keyword 2:High quality uv dtf printer ...,1,set/sets,Quotes Left7,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:8 days ago,
Togarashi powder,"Hi Team,Do you sell any Japanese Togarashi powder in bulk?Thank you.",200,piece/pieces,Quotes Left7,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:8 days ago,
Wholesale Hot Elegant Comfort Soft Coziest Quilt Thick Sherpa-Backing Premium Quality Queen Quilts ...,I'm looking for Wholesale Hot Elegant Comfort Soft Coziest Quilt Thick Sherpa-Backing Premium Quality Queen Quilts Winter comforter. Product specifications: Â·Design:Fashion Â·season:Winter ...,1,piece/pieces,Quotes Left8,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:8 days ago,
Bmw 520 2008,احتاج صدام امامي كامل,1,piece/pieces,Quotes Left9,Posted in:United Arab Emirates,,No,No,No,No,No,,Date Posted:8 days ago,
